hotel_id,Hotel Property,Arrival Date,Year,Arrival Months,Seasons,country,available Rooms,Room Sold,ADR,Revenue,market_segment,distribution_channel,to_name,company,lead_time,reservation_status_date,Reservation Status
4,Michamvi Property,09/06/17,2017,Jun,Shoulder Season,UK,18,19,144.36,2742.83,Leisure,OTA,ZanziTours,Company B,138,27/05/17,No Show
7,Mwezi Property,09/06/17,2017,Jun,Shoulder Season,JP,22,21,142.62,2995.09,Group,OTA,TO Africa,,8,05/06/17,Canceled
3,Nur Property,09/06/17,2017,Jun,Shoulder Season,SG,17,16,138.48,2215.68,Business,Group,ZanziTours,Company A,97,12/05/17,No Show
1,Kasha Property,10/06/17,2017,Jun,Shoulder Season,FR,6,6,426.21,2557.27,Business,Website,ZanziTours,Company A,54,13/05/17,Confirmed
2,Casa Property,10/06/17,2017,Jun,Shoulder Season,LT,14,14,145.83,2041.59,Leisure,TA/TO,Sunset Ltd,Company B,178,31/05/17,Confirmed
6,Fun Property,10/06/17,2017,Jun,Shoulder Season,DK,20,22,139.39,3066.64,Leisure,OTA,Oceanic Travels,,69,20/05/17,No Show
5,Loop Property,10/06/17,2017,Jun,Shoulder Season,JP,17,17,122.88,2088.93,Leisure,OTA,TO Africa,Company B,109,07/06/17,No Show
4,Michamvi Property,10/06/17,2017,Jun,Shoulder Season,AE,18,16,123.24,1971.82,Business,Direct,Sunset Ltd,Company C,128,13/05/17,Confirmed
7,Mwezi Property,10/06/17,2017,Jun,Shoulder Season,HU,22,21,146.65,3079.58,Group,OTA,ZanziTours,Company A,15,08/06/17,Confirmed
3,Nur Property,10/06/17,2017,Jun,Shoulder Season,UK,17,16,135.6,2169.53,Leisure,OTA,ZanziTours,,160,29/05/17,Canceled
1,Kasha Property,11/06/17,2017,Jun,Shoulder Season,DK,6,6,401.73,2410.38,Leisure,OTA,ZanziTours,,67,13/05/17,Canceled
2,Casa Property,11/06/17,2017,Jun,Shoulder Season,IN,14,13,137.13,1782.73,Corporate,Group,Sunset Ltd,,163,27/05/17,Confirmed
6,Fun Property,11/06/17,2017,Jun,Shoulder Season,CH,20,22,137.06,3015.28,Group,Direct,TO Africa,,61,15/05/17,Canceled
5,Loop Property,11/06/17,2017,Jun,Shoulder Season,AE,17,14,148.05,2072.72,Leisure,Group,Sunset Ltd,,148,13/05/17,Confirmed
4,Michamvi Property,11/06/17,2017,Jun,Shoulder Season,JP,18,19,140.9,2677.13,Group,Website,ZanziTours,,37,29/05/17,Confirmed
7,Mwezi Property,11/06/17,2017,Jun,Shoulder Season,RO,22,21,150.45,3159.47,Leisure,Direct,TO Africa,Company C,65,02/06/17,Confirmed
3,Nur Property,11/06/17,2017,Jun,Shoulder Season,IN,17,18,140.37,2526.6,Leisure,Group,ZanziTours,Company A,151,22/05/17,Canceled
1,Kasha Property,12/06/17,2017,Jun,Shoulder Season,DE,6,6,362.44,2174.66,Business,Direct,Sunset Ltd,,116,14/05/17,No Show
2,Casa Property,12/06/17,2017,Jun,Shoulder Season,IE,14,15,132.96,1994.37,Corporate,Direct,Oceanic Travels,Company B,47,06/06/17,Canceled
6,Fun Property,12/06/17,2017,Jun,Shoulder Season,AT,20,22,146.65,3226.23,Business,TA/TO,ZanziTours,Company B,169,22/05/17,Canceled
5,Loop Property,12/06/17,2017,Jun,Shoulder Season,CH,17,18,121.98,2195.61,Business,OTA,Oceanic Travels,Company A,84,27/05/17,Canceled
4,Michamvi Property,12/06/17,2017,Jun,Shoulder Season,BG,18,19,121.4,2306.61,Group,Direct,TO Africa,,167,06/06/17,No Show
7,Mwezi Property,12/06/17,2017,Jun,Shoulder Season,DE,22,22,133.39,2934.68,Group,OTA,Oceanic Travels,,36,09/06/17,No Show
3,Nur Property,12/06/17,2017,Jun,Shoulder Season,NL,17,17,133.22,2264.67,Business,Direct,ZanziTours,Company C,109,13/05/17,Canceled
1,Kasha Property,13/06/17,2017,Jun,Shoulder Season,AU,6,6,415.32,2491.92,Business,Website,Oceanic Travels,Company C,137,25/05/17,Confirmed
2,Casa Property,13/06/17,2017,Jun,Shoulder Season,NL,14,15,145.74,2186.08,Business,OTA,Sunset Ltd,Company B,91,06/06/17,Canceled
6,Fun Property,13/06/17,2017,Jun,Shoulder Season,BE,20,20,151.85,3036.92,Corporate,Corporate,Sunset Ltd,,178,30/05/17,Canceled
5,Loop Property,13/06/17,2017,Jun,Shoulder Season,LU,17,18,122.64,2207.45,Group,Group,Sunset Ltd,,73,12/06/17,Confirmed
4,Michamvi Property,13/06/17,2017,Jun,Shoulder Season,SK,18,18,139.1,2503.79,Business,OTA,TO Africa,,68,06/06/17,Confirmed
7,Mwezi Property,13/06/17,2017,Jun,Shoulder Season,IE,22,18,126.23,2272.09,Leisure,OTA,TO Africa,Company C,167,02/06/17,Confirmed
3,Nur Property,13/06/17,2017,Jun,Shoulder Season,IN,17,17,149.07,2534.16,Business,TA/TO,Sunset Ltd,Company A,153,21/05/17,Confirmed
1,Kasha Property,14/06/17,2017,Jun,Shoulder Season,SK,6,5,409.98,2049.89,Business,Direct,Sunset Ltd,Company B,4,06/06/17,No Show
2,Casa Property,14/06/17,2017,Jun,Shoulder Season,AE,14,14,158.3,2216.18,Group,Group,ZanziTours,Company C,72,28/05/17,No Show
6,Fun Property,14/06/17,2017,Jun,Shoulder Season,LU,20,19,135.44,2573.35,Group,Direct,TO Africa,Company A,133,17/05/17,Canceled
5,Loop Property,14/06/17,2017,Jun,Shoulder Season,CZ,17,17,147.91,2514.55,Leisure,OTA,TO Africa,Company C,104,26/05/17,Confirmed
4,Michamvi Property,14/06/17,2017,Jun,Shoulder Season,IN,18,16,135.81,2172.99,Leisure,TA/TO,Oceanic Travels,,48,02/06/17,Confirmed
7,Mwezi Property,14/06/17,2017,Jun,Shoulder Season,AE,22,19,146.44,2782.44,Corporate,OTA,Oceanic Travels,Company A,131,23/05/17,Confirmed
3,Nur Property,14/06/17,2017,Jun,Shoulder Season,IE,17,16,138.63,2218.01,Leisure,Website,Sunset Ltd,Company B,148,09/06/17,No Show
1,Kasha Property,15/06/17,2017,Jun,Shoulder Season,ZA,6,5,411.07,2055.37,Group,OTA,Oceanic Travels,Company A,76,07/06/17,Canceled
2,Casa Property,15/06/17,2017,Jun,Shoulder Season,FR,14,15,138.42,2076.25,Business,OTA,Sunset Ltd,,178,19/05/17,Confirmed
6,Fun Property,15/06/17,2017,Jun,Shoulder Season,SI,20,22,153.19,3370.17,Business,OTA,TO Africa,Company C,91,19/05/17,Canceled
5,Loop Property,15/06/17,2017,Jun,Shoulder Season,SG,17,18,130.93,2356.82,Leisure,OTA,Oceanic Travels,Company C,168,02/06/17,No Show
4,Michamvi Property,15/06/17,2017,Jun,Shoulder Season,FR,18,16,125.91,2014.57,Leisure,OTA,TO Africa,Company C,25,18/05/17,Confirmed
7,Mwezi Property,15/06/17,2017,Jun,Shoulder Season,CH,22,24,127.11,3050.73,Business,TA/TO,ZanziTours,Company A,135,03/06/17,Confirmed
3,Nur Property,15/06/17,2017,Jun,Shoulder Season,NL,17,16,136.81,2188.94,Leisure,OTA,Oceanic Travels,Company B,103,21/05/17,No Show
1,Kasha Property,16/06/17,2017,Jun,Shoulder Season,PL,6,5,411.4,2057,Corporate,Website,Oceanic Travels,Company C,76,30/05/17,Canceled
2,Casa Property,16/06/17,2017,Jun,Shoulder Season,LT,14,12,154.21,1850.49,Leisure,Group,Oceanic Travels,Company A,175,27/05/17,No Show
6,Fun Property,16/06/17,2017,Jun,Shoulder Season,LT,20,20,130.58,2611.52,Business,TA/TO,Sunset Ltd,Company B,52,15/06/17,Canceled
5,Loop Property,16/06/17,2017,Jun,Shoulder Season,RO,17,17,128.17,2178.92,Corporate,OTA,Oceanic Travels,Company A,49,21/05/17,Confirmed
4,Michamvi Property,16/06/17,2017,Jun,Shoulder Season,CH,18,19,132.14,2510.69,Group,Website,Oceanic Travels,Company C,32,03/06/17,Canceled
7,Mwezi Property,16/06/17,2017,Jun,Shoulder Season,RO,22,24,134.61,3230.7,Business,OTA,Sunset Ltd,,61,02/06/17,No Show
3,Nur Property,16/06/17,2017,Jun,Shoulder Season,DE,17,18,127.29,2291.26,Business,Group,ZanziTours,Company C,17,23/05/17,Confirmed
1,Kasha Property,17/06/17,2017,Jun,Shoulder Season,DE,6,5,426.11,2130.54,Corporate,Direct,ZanziTours,Company C,133,07/06/17,Confirmed
2,Casa Property,17/06/17,2017,Jun,Shoulder Season,BE,14,11,149.46,1644.05,Leisure,OTA,ZanziTours,,117,20/05/17,No Show
6,Fun Property,17/06/17,2017,Jun,Shoulder Season,NL,20,20,133.03,2660.51,Leisure,OTA,Oceanic Travels,Company B,164,24/05/17,Canceled
5,Loop Property,17/06/17,2017,Jun,Shoulder Season,CA,17,14,152.18,2130.54,Corporate,OTA,ZanziTours,Company A,98,04/06/17,Canceled
4,Michamvi Property,17/06/17,2017,Jun,Shoulder Season,BE,18,18,159.32,2867.79,Business,TA/TO,TO Africa,Company B,40,30/05/17,No Show
7,Mwezi Property,17/06/17,2017,Jun,Shoulder Season,BE,22,24,136.54,3276.93,Leisure,Group,ZanziTours,,49,08/06/17,Canceled
3,Nur Property,17/06/17,2017,Jun,Shoulder Season,LU,17,18,130.63,2351.42,Leisure,Website,Sunset Ltd,Company C,66,05/06/17,Confirmed
1,Kasha Property,18/06/17,2017,Jun,Shoulder Season,LV,6,5,416.21,2081.05,Leisure,OTA,Oceanic Travels,Company C,117,03/06/17,No Show
2,Casa Property,18/06/17,2017,Jun,Shoulder Season,AT,14,14,138.93,1945.02,Leisure,OTA,ZanziTours,Company C,172,21/05/17,Confirmed
6,Fun Property,18/06/17,2017,Jun,Shoulder Season,CH,20,18,132.97,2393.51,Leisure,Group,TO Africa,,74,05/06/17,No Show
5,Loop Property,18/06/17,2017,Jun,Shoulder Season,SI,17,13,126.24,1641.11,Group,OTA,Sunset Ltd,Company B,103,02/06/17,Canceled
4,Michamvi Property,18/06/17,2017,Jun,Shoulder Season,AT,18,18,146.31,2633.63,Leisure,TA/TO,Oceanic Travels,Company A,130,07/06/17,Canceled
7,Mwezi Property,18/06/17,2017,Jun,Shoulder Season,JP,22,24,151.81,3643.51,Leisure,Direct,ZanziTours,,64,02/06/17,No Show
3,Nur Property,18/06/17,2017,Jun,Shoulder Season,DE,17,17,130.1,2211.77,Leisure,Group,TO Africa,Company C,126,23/05/17,Confirmed
1,Kasha Property,19/06/17,2017,Jun,Shoulder Season,CH,6,5,421.27,2106.36,Leisure,Corporate,Sunset Ltd,Company A,35,16/06/17,Confirmed
2,Casa Property,19/06/17,2017,Jun,Shoulder Season,CH,14,15,155.33,2329.88,Corporate,Direct,Oceanic Travels,Company A,105,20/05/17,Confirmed
6,Fun Property,19/06/17,2017,Jun,Shoulder Season,FR,20,19,144.18,2739.5,Business,OTA,Sunset Ltd,Company B,47,29/05/17,Canceled
5,Loop Property,19/06/17,2017,Jun,Shoulder Season,DE,17,17,128.03,2176.49,Business,OTA,ZanziTours,Company A,157,07/06/17,Canceled
4,Michamvi Property,19/06/17,2017,Jun,Shoulder Season,IE,18,16,139.31,2228.92,Business,OTA,TO Africa,Company A,42,29/05/17,Confirmed
7,Mwezi Property,19/06/17,2017,Jun,Shoulder Season,CZ,22,18,132.77,2389.78,Leisure,TA/TO,Sunset Ltd,Company B,72,27/05/17,Confirmed
3,Nur Property,19/06/17,2017,Jun,Shoulder Season,SI,17,17,127.43,2166.29,Group,TA/TO,TO Africa,Company B,25,05/06/17,No Show
1,Kasha Property,20/06/17,2017,Jun,Shoulder Season,LT,6,6,373.62,2241.72,Corporate,TA/TO,ZanziTours,Company A,163,18/06/17,Canceled
2,Casa Property,20/06/17,2017,Jun,Shoulder Season,ZA,14,12,139.69,1676.32,Leisure,OTA,TO Africa,,135,06/06/17,No Show
6,Fun Property,20/06/17,2017,Jun,Shoulder Season,CH,20,19,134.33,2552.21,Leisure,Website,ZanziTours,,115,31/05/17,Canceled
5,Loop Property,20/06/17,2017,Jun,Shoulder Season,FR,17,16,150.39,2406.26,Business,TA/TO,Oceanic Travels,Company B,39,27/05/17,Canceled
4,Michamvi Property,20/06/17,2017,Jun,Shoulder Season,NL,18,16,141.63,2266.11,Corporate,OTA,ZanziTours,Company C,75,21/05/17,Canceled
7,Mwezi Property,20/06/17,2017,Jun,Shoulder Season,CH,22,22,145.21,3194.61,Business,Direct,ZanziTours,Company C,64,06/06/17,No Show
3,Nur Property,20/06/17,2017,Jun,Shoulder Season,AE,17,16,142.87,2285.94,Group,TA/TO,Sunset Ltd,Company B,150,29/05/17,Canceled
1,Kasha Property,21/06/17,2017,Jun,Shoulder Season,BR,6,6,413.67,2482.04,Business,Group,Sunset Ltd,Company A,6,27/05/17,Canceled
2,Casa Property,21/06/17,2017,Jun,Shoulder Season,EE,14,15,123.14,1847.11,Group,Group,TO Africa,Company B,122,04/06/17,No Show
6,Fun Property,21/06/17,2017,Jun,Shoulder Season,PL,20,19,129.29,2456.5,Leisure,Direct,ZanziTours,Company C,149,08/06/17,No Show
5,Loop Property,21/06/17,2017,Jun,Shoulder Season,UK,17,18,131.45,2366.14,Corporate,OTA,TO Africa,Company C,114,15/06/17,Confirmed
4,Michamvi Property,21/06/17,2017,Jun,Shoulder Season,AU,18,18,146.72,2640.97,Corporate,Direct,Sunset Ltd,Company A,137,12/06/17,Confirmed
7,Mwezi Property,21/06/17,2017,Jun,Shoulder Season,UK,22,16,126.76,2028.13,Corporate,TA/TO,ZanziTours,Company B,170,01/06/17,Canceled
3,Nur Property,21/06/17,2017,Jun,Shoulder Season,BE,17,17,134.3,2283.02,Corporate,Group,Oceanic Travels,,87,14/06/17,No Show
1,Kasha Property,22/06/17,2017,Jun,Shoulder Season,CZ,6,6,424.76,2548.53,Corporate,TA/TO,TO Africa,Company C,69,16/06/17,Canceled
2,Casa Property,22/06/17,2017,Jun,Shoulder Season,RO,14,12,142.84,1714.08,Corporate,OTA,ZanziTours,Company C,173,12/06/17,Confirmed
6,Fun Property,22/06/17,2017,Jun,Shoulder Season,SG,20,21,154.71,3248.93,Corporate,Website,Oceanic Travels,Company C,78,14/06/17,Confirmed
5,Loop Property,22/06/17,2017,Jun,Shoulder Season,AT,17,18,156.09,2809.57,Corporate,OTA,ZanziTours,,83,06/06/17,Confirmed
4,Michamvi Property,22/06/17,2017,Jun,Shoulder Season,ZA,18,14,128.8,1803.14,Corporate,OTA,TO Africa,Company C,94,02/06/17,No Show
7,Mwezi Property,22/06/17,2017,Jun,Shoulder Season,AT,22,17,145.33,2470.66,Group,OTA,ZanziTours,,103,14/06/17,Canceled
3,Nur Property,22/06/17,2017,Jun,Shoulder Season,IN,17,15,129.23,1938.44,Group,Direct,Oceanic Travels,Company C,105,29/05/17,Canceled
1,Kasha Property,23/06/17,2017,Jun,Shoulder Season,CA,6,5,417.96,2089.79,Leisure,OTA,ZanziTours,,39,31/05/17,Confirmed
2,Casa Property,23/06/17,2017,Jun,Shoulder Season,SG,14,11,127.59,1403.44,Group,Group,Sunset Ltd,Company A,8,26/05/17,Canceled
6,Fun Property,23/06/17,2017,Jun,Shoulder Season,FR,20,18,156.15,2810.75,Leisure,Website,TO Africa,,150,31/05/17,Canceled
5,Loop Property,23/06/17,2017,Jun,Shoulder Season,FR,17,18,143.59,2584.58,Group,Group,ZanziTours,Company A,36,04/06/17,Canceled
4,Michamvi Property,23/06/17,2017,Jun,Shoulder Season,AE,18,18,134.83,2426.93,Leisure,OTA,ZanziTours,Company C,176,02/06/17,No Show
7,Mwezi Property,23/06/17,2017,Jun,Shoulder Season,ZA,22,23,138.3,3180.83,Group,Group,Sunset Ltd,Company B,71,29/05/17,Canceled
3,Nur Property,23/06/17,2017,Jun,Shoulder Season,BR,17,16,125.19,2003.08,Group,OTA,Oceanic Travels,Company B,160,16/06/17,Canceled
1,Kasha Property,24/06/17,2017,Jun,Shoulder Season,FR,6,6,445.72,2674.3,Corporate,OTA,Oceanic Travels,,148,09/06/17,No Show
2,Casa Property,24/06/17,2017,Jun,Shoulder Season,DE,14,14,144.1,2017.4,Leisure,OTA,TO Africa,,174,28/05/17,No Show
6,Fun Property,24/06/17,2017,Jun,Shoulder Season,CH,20,18,151.44,2725.87,Leisure,Website,Oceanic Travels,,48,22/06/17,Confirmed
5,Loop Property,24/06/17,2017,Jun,Shoulder Season,DE,17,17,125.86,2139.58,Business,Group,Oceanic Travels,Company A,142,27/05/17,Canceled
4,Michamvi Property,24/06/17,2017,Jun,Shoulder Season,BR,18,14,125.68,1759.5,Business,Direct,Oceanic Travels,Company C,28,14/06/17,Confirmed
7,Mwezi Property,24/06/17,2017,Jun,Shoulder Season,AT,22,24,127.61,3062.71,Group,Direct,Sunset Ltd,,128,11/06/17,Canceled
3,Nur Property,24/06/17,2017,Jun,Shoulder Season,AE,17,16,156.17,2498.69,Group,OTA,Sunset Ltd,Company C,15,07/06/17,No Show
1,Kasha Property,25/06/17,2017,Jun,Shoulder Season,RO,6,6,386.96,2321.76,Business,OTA,Oceanic Travels,Company C,47,12/06/17,Canceled
2,Casa Property,25/06/17,2017,Jun,Shoulder Season,LT,14,12,136.36,1636.28,Corporate,Group,Sunset Ltd,Company B,80,11/06/17,Confirmed
6,Fun Property,25/06/17,2017,Jun,Shoulder Season,DK,20,16,128.04,2048.63,Business,Group,ZanziTours,Company B,82,11/06/17,Canceled
5,Loop Property,25/06/17,2017,Jun,Shoulder Season,UK,17,15,148.96,2234.43,Leisure,OTA,ZanziTours,,81,14/06/17,Confirmed
4,Michamvi Property,25/06/17,2017,Jun,Shoulder Season,CZ,18,18,135.59,2440.55,Leisure,Direct,TO Africa,Company C,123,21/06/17,No Show
7,Mwezi Property,25/06/17,2017,Jun,Shoulder Season,FR,22,24,150.4,3609.5,Corporate,OTA,TO Africa,,100,15/06/17,No Show
3,Nur Property,25/06/17,2017,Jun,Shoulder Season,BE,17,16,119.21,1907.29,Leisure,Website,ZanziTours,Company C,99,28/05/17,Canceled
1,Kasha Property,26/06/17,2017,Jun,Shoulder Season,BE,6,6,412.37,2474.22,Business,OTA,TO Africa,,76,13/06/17,Confirmed
2,Casa Property,26/06/17,2017,Jun,Shoulder Season,LU,14,13,132.29,1719.78,Group,OTA,Oceanic Travels,,121,05/06/17,Canceled
6,Fun Property,26/06/17,2017,Jun,Shoulder Season,UK,20,17,150.34,2555.85,Business,Group,TO Africa,Company A,78,19/06/17,No Show
5,Loop Property,26/06/17,2017,Jun,Shoulder Season,EE,17,18,121.93,2194.66,Leisure,Website,Sunset Ltd,Company C,167,31/05/17,Confirmed
4,Michamvi Property,26/06/17,2017,Jun,Shoulder Season,CZ,18,17,131.28,2231.77,Corporate,OTA,Oceanic Travels,Company C,62,22/06/17,Canceled
7,Mwezi Property,26/06/17,2017,Jun,Shoulder Season,CH,22,20,147.34,2946.73,Leisure,OTA,Oceanic Travels,Company A,66,10/06/17,Canceled
3,Nur Property,26/06/17,2017,Jun,Shoulder Season,AT,17,17,135.26,2299.47,Business,OTA,Sunset Ltd,,107,16/06/17,Confirmed
1,Kasha Property,27/06/17,2017,Jun,Shoulder Season,IN,6,6,453.25,2719.48,Business,TA/TO,TO Africa,Company C,45,25/06/17,Canceled
2,Casa Property,27/06/17,2017,Jun,Shoulder Season,LU,14,12,131.19,1574.31,Business,Direct,Sunset Ltd,,94,01/06/17,Canceled
6,Fun Property,27/06/17,2017,Jun,Shoulder Season,CH,20,22,140.08,3081.67,Corporate,Direct,ZanziTours,,108,12/06/17,Canceled
5,Loop Property,27/06/17,2017,Jun,Shoulder Season,DK,17,14,158.18,2214.54,Business,Group,Sunset Ltd,Company C,12,20/06/17,Canceled
4,Michamvi Property,27/06/17,2017,Jun,Shoulder Season,CA,18,19,141.25,2683.78,Leisure,OTA,TO Africa,Company C,51,03/06/17,No Show
7,Mwezi Property,27/06/17,2017,Jun,Shoulder Season,ZA,22,24,146.39,3513.25,Group,OTA,Oceanic Travels,,39,24/06/17,Confirmed
3,Nur Property,27/06/17,2017,Jun,Shoulder Season,SI,17,18,140.66,2531.81,Business,Website,Sunset Ltd,Company C,134,20/06/17,No Show
1,Kasha Property,28/06/17,2017,Jun,Shoulder Season,PL,6,5,386.13,1930.67,Leisure,OTA,Sunset Ltd,Company A,79,07/06/17,No Show
2,Casa Property,28/06/17,2017,Jun,Shoulder Season,BE,14,14,120.89,1692.41,Leisure,TA/TO,Sunset Ltd,,10,07/06/17,Canceled
6,Fun Property,28/06/17,2017,Jun,Shoulder Season,HU,20,22,149.83,3296.23,Corporate,Group,Sunset Ltd,,11,11/06/17,No Show
5,Loop Property,28/06/17,2017,Jun,Shoulder Season,LT,17,17,156.54,2661.24,Group,Direct,Oceanic Travels,,149,20/06/17,Confirmed
4,Michamvi Property,28/06/17,2017,Jun,Shoulder Season,SK,18,17,144.64,2458.93,Business,TA/TO,Sunset Ltd,,58,03/06/17,Confirmed
7,Mwezi Property,28/06/17,2017,Jun,Shoulder Season,AT,22,23,137.2,3155.69,Corporate,OTA,ZanziTours,,55,18/06/17,Confirmed
3,Nur Property,28/06/17,2017,Jun,Shoulder Season,IE,17,15,131.03,1965.44,Corporate,Group,Oceanic Travels,Company B,52,17/06/17,Canceled
1,Kasha Property,29/06/17,2017,Jun,Shoulder Season,RO,6,5,396.81,1984.07,Corporate,OTA,TO Africa,Company B,98,04/06/17,No Show
2,Casa Property,29/06/17,2017,Jun,Shoulder Season,SI,14,11,140.32,1543.47,Leisure,OTA,Sunset Ltd,Company A,112,25/06/17,Canceled
6,Fun Property,29/06/17,2017,Jun,Shoulder Season,BE,20,22,154.6,3401.19,Business,Group,ZanziTours,Company A,68,10/06/17,Canceled
5,Loop Property,29/06/17,2017,Jun,Shoulder Season,IN,17,16,129.9,2078.46,Leisure,Website,Oceanic Travels,Company C,111,06/06/17,Canceled
4,Michamvi Property,29/06/17,2017,Jun,Shoulder Season,UK,18,17,155.66,2646.22,Group,TA/TO,ZanziTours,Company C,150,03/06/17,Confirmed
7,Mwezi Property,29/06/17,2017,Jun,Shoulder Season,UK,22,24,154.71,3713.11,Group,OTA,Oceanic Travels,Company B,80,18/06/17,Confirmed
3,Nur Property,29/06/17,2017,Jun,Shoulder Season,UK,17,18,137.92,2482.51,Corporate,Website,Sunset Ltd,,69,05/06/17,Confirmed
1,Kasha Property,30/06/17,2017,Jun,Shoulder Season,LU,6,5,471.08,2355.42,Group,TA/TO,Oceanic Travels,Company C,54,28/06/17,No Show
2,Casa Property,30/06/17,2017,Jun,Shoulder Season,CH,14,14,128.75,1802.55,Business,Website,ZanziTours,Company B,60,03/06/17,Canceled
6,Fun Property,30/06/17,2017,Jun,Shoulder Season,FR,20,18,139.39,2509.04,Business,OTA,ZanziTours,Company A,90,16/06/17,Confirmed
5,Loop Property,30/06/17,2017,Jun,Shoulder Season,DE,17,14,142.66,1997.28,Business,OTA,ZanziTours,Company C,110,29/06/17,Confirmed
4,Michamvi Property,30/06/17,2017,Jun,Shoulder Season,DE,18,16,126.04,2016.63,Corporate,OTA,ZanziTours,Company A,7,08/06/17,No Show
7,Mwezi Property,30/06/17,2017,Jun,Shoulder Season,CH,22,23,137.52,3162.85,Business,OTA,Oceanic Travels,,11,10/06/17,No Show
3,Nur Property,30/06/17,2017,Jun,Shoulder Season,PL,17,16,140.06,2241.03,Business,OTA,Sunset Ltd,Company A,36,07/06/17,No Show
1,Kasha Property,01/07/17,2017,Jul,Peak Season,AT,6,6,495.81,2974.84,Group,Group,Oceanic Travels,Company C,162,24/06/17,No Show
2,Casa Property,01/07/17,2017,Jul,Peak Season,JP,14,15,176.56,2648.36,Business,OTA,Oceanic Travels,,113,23/06/17,No Show
6,Fun Property,01/07/17,2017,Jul,Peak Season,NL,20,22,171.36,3769.9,Corporate,TA/TO,TO Africa,,117,28/06/17,Confirmed
5,Loop Property,01/07/17,2017,Jul,Peak Season,HU,17,18,179.84,3237.2,Leisure,OTA,Sunset Ltd,,154,24/06/17,No Show
4,Michamvi Property,01/07/17,2017,Jul,Peak Season,IE,18,19,172.39,3275.32,Corporate,Group,Sunset Ltd,Company C,97,18/06/17,No Show
7,Mwezi Property,01/07/17,2017,Jul,Peak Season,BE,22,24,193.99,4655.64,Group,TA/TO,ZanziTours,,71,19/06/17,Confirmed
3,Nur Property,01/07/17,2017,Jul,Peak Season,CH,17,18,177.56,3196.12,Leisure,OTA,ZanziTours,Company C,41,03/06/17,Canceled
1,Kasha Property,02/07/17,2017,Jul,Peak Season,DK,6,6,561.38,3368.3,Business,Group,Oceanic Travels,,98,28/06/17,Canceled
2,Casa Property,02/07/17,2017,Jul,Peak Season,PL,14,15,174.45,2616.73,Business,OTA,Oceanic Travels,Company C,84,25/06/17,No Show
6,Fun Property,02/07/17,2017,Jul,Peak Season,AU,20,22,206.75,4548.48,Corporate,Direct,TO Africa,Company C,136,14/06/17,Confirmed
5,Loop Property,02/07/17,2017,Jul,Peak Season,JP,17,18,201.08,3619.43,Corporate,Website,TO Africa,Company B,29,19/06/17,No Show
4,Michamvi Property,02/07/17,2017,Jul,Peak Season,FR,18,19,179.06,3402.15,Business,OTA,TO Africa,Company A,98,13/06/17,No Show
7,Mwezi Property,02/07/17,2017,Jul,Peak Season,SI,22,24,203.09,4874.27,Leisure,OTA,TO Africa,Company A,103,13/06/17,Canceled
3,Nur Property,02/07/17,2017,Jul,Peak Season,CH,17,18,191.41,3445.36,Business,OTA,Oceanic Travels,,48,01/07/17,Confirmed
1,Kasha Property,03/07/17,2017,Jul,Peak Season,US,6,6,516.79,3100.77,Group,TA/TO,TO Africa,,106,20/06/17,No Show
2,Casa Property,03/07/17,2017,Jul,Peak Season,LU,14,15,179.61,2694.14,Business,Direct,TO Africa,Company C,41,22/06/17,No Show
6,Fun Property,03/07/17,2017,Jul,Peak Season,SK,20,20,196.46,3929.14,Business,OTA,TO Africa,,177,27/06/17,Confirmed
5,Loop Property,03/07/17,2017,Jul,Peak Season,DK,17,18,185.69,3342.38,Business,TA/TO,Sunset Ltd,Company A,113,17/06/17,Canceled
4,Michamvi Property,03/07/17,2017,Jul,Peak Season,SI,18,19,164.27,3121.06,Leisure,OTA,Oceanic Travels,Company C,52,04/06/17,No Show
7,Mwezi Property,03/07/17,2017,Jul,Peak Season,BE,22,24,178.98,4295.41,Corporate,Direct,Sunset Ltd,Company B,117,12/06/17,No Show
3,Nur Property,03/07/17,2017,Jul,Peak Season,LT,17,18,199.43,3589.69,Leisure,Website,ZanziTours,Company A,168,28/06/17,Confirmed
1,Kasha Property,04/07/17,2017,Jul,Peak Season,DE,6,6,487.17,2923.01,Corporate,Website,Oceanic Travels,,95,21/06/17,Confirmed
2,Casa Property,04/07/17,2017,Jul,Peak Season,IN,14,15,185.65,2784.7,Leisure,Direct,Oceanic Travels,,106,30/06/17,No Show
6,Fun Property,04/07/17,2017,Jul,Peak Season,DK,20,22,177.56,3906.26,Group,OTA,Sunset Ltd,,180,28/06/17,Confirmed
5,Loop Property,04/07/17,2017,Jul,Peak Season,EE,17,18,184.57,3322.31,Business,OTA,Oceanic Travels,Company B,80,28/06/17,Canceled
4,Michamvi Property,04/07/17,2017,Jul,Peak Season,CH,18,18,193.33,3479.97,Group,TA/TO,ZanziTours,Company B,179,23/06/17,No Show
7,Mwezi Property,04/07/17,2017,Jul,Peak Season,BE,22,24,188.26,4518.22,Group,Direct,Oceanic Travels,Company B,75,01/07/17,No Show
3,Nur Property,04/07/17,2017,Jul,Peak Season,BE,17,18,200.84,3615.05,Corporate,Website,TO Africa,Company B,96,05/06/17,Canceled
1,Kasha Property,05/07/17,2017,Jul,Peak Season,IE,6,6,471.03,2826.18,Business,TA/TO,Sunset Ltd,Company A,95,07/06/17,Canceled
